City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
291,Lompoc,US,34.6391,-120.4579,52.79,88,40,5.75,scattered clouds
292,Kismayo,SO,-0.3582,42.5454,78.66,80,2,14.61,clear sky
293,Paka,MY,4.6374,103.4368,76.98,94,90,3.44,overcast clouds
294,Gafanha Da Encarnacao,PT,40.6181,-8.733,48.92,78,3,3.89,clear sky
295,Sao Filipe,CV,14.8961,-24.4956,77.29,56,92,7.11,overcast clouds
296,Hasaki,JP,35.7333,140.8333,34.2,40,88,5.95,overcast clouds
297,Trinidad,BO,-14.8333,-64.9,87.78,66,75,8.05,broken clouds
298,Sergeyevka,KZ,53.88,67.4158,27.93,94,100,22.73,light snow
299,Klaksvik,FO,62.2266,-6.589,38.32,66,25,18.01,scattered clouds
300,Bridlington,GB,54.0831,-0.1919,35.89,84,3,10.65,clear sky
301,Glenwood Springs,US,39.5505,-107.3248,40.01,81,100,3.0,overcast clouds
302,Qurayyat,SA,31.3318,37.3428,50.18,71,100,9.22,overcast clouds
303,Sorland,NO,67.667,12.6934,37.26,59,92,21.92,overcast clouds
304,Rosamorada,MX,22.1222,-105.2058,79.84,51,5,9.1,clear sky
305,Shenjiamen,CN,29.9576,122.298,46.58,65,100,14.09,overcast clouds
306,Vila Velha,BR,-20.3297,-40.2925,73.35,92,40,5.75,scattered clouds
307,Birin,NP,26.8865,88.0718,41.85,67,3,5.3,clear sky
308,Beisfjord,NO,68.3751,17.5988,33.04,97,100,1.39,snow
309,Morro Bay,US,35.3658,-120.8499,53.46,83,100,5.01,overcast clouds
310,Samarai,PG,-10.6167,150.6667,83.48,71,99,6.02,overcast clouds
311,Wenling,CN,28.3669,121.36,45.5,86,100,14.03,overcast clouds
312,Agde,FR,43.3108,3.4758,57.06,92,100,9.22,light rain
313,Boden,SE,65.8252,21.6886,8.6,99,79,4.23,broken clouds
314,Lakes Entrance,AU,-37.8811,147.981,64.17,92,100,6.87,overcast clouds
315,Safford,US,32.834,-109.7076,47.32,71,75,14.97,broken clouds
316,The Valley,AI,18.217,-63.0578,78.94,73,40,8.05,scattered clouds
317,Inzer,RU,54.2167,57.5556,22.6,94,100,14.29,light snow
318,Hamilton,US,39.1834,-84.5333,60.75,86,100,5.75,overcast clouds
319,College,US,64.8569,-147.8028,10.35,88,75,0.0,broken clouds
320,Wawa,NG,9.9022,4.4192,74.86,29,49,6.53,scattered clouds
321,Yulara,AU,-25.2406,130.9889,87.71,38,75,24.16,broken clouds
322,Tunceli,TR,39.1083,39.5471,38.62,27,1,3.47,clear sky
323,Diamantino,BR,-14.4086,-56.4461,76.96,86,25,4.76,scattered clouds
324,Zeya,RU,53.75,127.2667,-13.2,91,5,5.21,clear sky
325,Aloleng,PH,16.1307,119.7824,77.85,78,35,9.04,scattered clouds
326,Nelson Bay,AU,-32.7167,152.15,81.09,67,5,13.0,clear sky
327,Kalmunai,LK,7.4167,81.8167,73.33,80,34,9.15,scattered clouds
328,Havoysund,NO,70.9963,24.6622,32.23,98,100,9.64,light snow
329,Teknaf,BD,20.8624,92.3058,60.12,58,0,6.64,clear sky
330,Souillac,MU,-20.5167,57.5167,75.58,88,75,4.61,broken clouds
331,Leh,IN,34.1667,77.5833,0.59,75,61,2.93,broken clouds
332,Kavaratti,IN,10.5669,72.642,79.95,74,14,7.9,few clouds
333,Imphal,IN,24.8167,93.95,44.51,88,0,2.26,clear sky
334,Luderitz,NA,-26.6481,15.1594,64.94,83,0,8.19,clear sky
335,Bahia Honda,CU,22.9036,-83.1592,76.37,81,4,11.03,clear sky
336,Tezu,IN,27.9167,96.1667,54.88,52,0,3.85,clear sky
337,Clyde River,CA,70.4692,-68.5914,-32.57,68,0,2.3,clear sky
338,Hirara,JP,24.8,125.2833,64.67,72,20,9.22,few clouds
339,Noyabrsk,RU,63.1994,75.4507,2.79,95,100,17.13,overcast clouds
340,Dahuk,IQ,36.8695,42.994,44.62,28,0,3.2,clear sky
341,Mandiana,GN,10.6333,-8.6833,72.36,16,11,5.59,few clouds
342,Manjacaze,MZ,-24.7117,33.8828,69.22,94,3,4.45,clear sky
343,San Luis,AR,-33.295,-66.3356,81.12,33,0,1.92,clear sky
